# Document with the sample ids and the antimicrobials that genes/mutations that confeer resistance to have been detected in the sample
## Confidential
reads_ID,ampicillin,cefoxitin,chloramphenicol,ciprofloxacin,gentamicin,nalidixic acid,tetracycline
SRR3295632_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295633_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295634_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB82 (qnrB82_KX372672)",None,None,tet(B) (tet(B)_AF326777)
SRR3295635_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295636_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295638_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295639_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AP000342)
SRR3295640_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AF534183), tet(B) (tet(B)_AF326777)"
SRR3295641_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AF534183), tet(B) (tet(B)_AF326777)"
SRR3295643_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,armA (armA_AY220558),None,tet(A) (tet(A)_AF534183)
SRR3295644_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB82 (qnrB82_KX372672)",None,None,tet(C) (tet(C)_AY046276)
SRR3295645_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295646_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295647_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295648_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295649_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295650_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB36 (qnrB36_JN173058), qnrB67 (qnrB67_KC580656), qnrB81 (qnrB81_KX372671), qnrB82 (qnrB82_KX372672)",None,None,tet(C) (tet(C)_AY046276)
SRR3295651_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295654_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295655_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295656_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295657_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295660_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295661_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB36 (qnrB36_JN173058), qnrB67 (qnrB67_KC580656), qnrB68 (qnrB68_KC580657), qnrB82 (qnrB82_KX372672)",None,None,tet(C) (tet(C)_AY046276)
SRR3295662_1.trim.fq.gz,None,None,None,None,None,None,"tet(C) (tet(C)_AY046276), tet(B) (tet(B)_AF326777)"
SRR3295663_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295664_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_X00006), tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AJ419171), tet(A) (tet(A)_AF534183)"
SRR3295665_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295668_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295669_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295670_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295671_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295672_1.trim.fq.gz,"blaTEM-1C (blaTEM-1C_FJ560503), blaTEM-1D (blaTEM-1D_AF188200)",None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295673_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295674_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(B) (tet(B)_AF326777)
SRR3295675_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295676_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295677_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295678_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295679_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295680_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295682_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295683_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AP000342)
SRR3295684_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295685_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295686_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295687_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295688_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295690_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295691_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295692_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295693_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295694_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295695_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295696_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295697_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295698_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ419171), tet(A) (tet(A)_AF534183)"
SRR3295699_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295700_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295701_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295702_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295703_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295705_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295706_1.trim.fq.gz,"blaTEM-1B (blaTEM-1B_AY458016), blaSHV-12 (blaSHV-12_KF976405)",None,None,qnrB2 (qnrB2_DQ351242),None,None,tet(D) (tet(D)_AF467077)
SRR3295707_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ313332), tet(A) (tet(A)_AY196695), tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AJ419171), tet(A) (tet(A)_AF534183)"
SRR3295708_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295709_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR3295710_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295711_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295712_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3295713_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295714_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295715_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295716_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295717_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295718_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295719_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295720_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ313332), tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AJ419171), tet(A) (tet(A)_AF534183)"
SRR3295721_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295722_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295723_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3295724_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295725_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295726_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB82 (qnrB82_KX372672)",None,None,tet(A) (tet(A)_AF534183)
SRR3295727_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295728_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3295729_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295730_1.trim.fq.gz,"blaTEM-1A (blaTEM-1A_HM749966), blaTEM-1C (blaTEM-1C_FJ560503)",None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295731_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295732_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295733_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295734_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295735_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR3295736_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295737_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295738_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295739_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295740_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295741_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295742_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295743_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295744_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295745_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295746_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295747_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295748_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295749_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295751_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(B) (tet(B)_AF326777)
SRR3295752_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295753_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295754_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295755_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295756_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295757_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295758_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295759_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295760_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295761_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295762_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295763_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295764_1.trim.fq.gz,None,None,floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295765_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295766_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AJ419171), tet(A) (tet(A)_AF534183)"
SRR3295767_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295768_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295769_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295770_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295771_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295772_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295773_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295774_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295775_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR3295776_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3295777_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295778_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295779_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AP000342)
SRR3295780_1.trim.fq.gz,None,None,None,None,None,None,"tet(C) (tet(C)_AY046276), tet(B) (tet(B)_AF326777)"
SRR3295781_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295782_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295783_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295784_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295785_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295786_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295787_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3295788_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295789_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295790_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295791_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295792_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295793_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295794_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
SRR3295795_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295796_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295797_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295798_1.trim.fq.gz,None,None,None,None,aac(3)-IV (aac(3)-IV_DQ241380),None,tet(B) (tet(B)_AF326777)
SRR3295799_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295800_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295801_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295804_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295805_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295806_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295807_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295808_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295809_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295810_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295811_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295812_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295813_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295815_1.trim.fq.gz,None,None,floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295816_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295817_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295818_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,"tet(A) (tet(A)_AJ517790), tet(C) (tet(C)_AY046276)"
SRR3295819_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295820_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295821_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295822_1.trim.fq.gz,blaSHV-12 (blaSHV-12_KF976405),None,catA2 (catA2_X53796),None,aac(6')-IIc (aac(6')-IIc_NC_012555),None,tet(D) (tet(D)_AF467077)
SRR3295823_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AJ517790)
SRR3295824_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295825_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295826_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295827_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,None,None,None,None,None
SRR3295828_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295829_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295830_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295832_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295833_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295835_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295837_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295838_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295839_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295840_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295841_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295842_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295843_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295844_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295845_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295846_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295848_1.trim.fq.gz,blaTEM-1C (blaTEM-1C_FJ560503),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295849_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295850_1.trim.fq.gz,None,None,None,qnrB5 (qnrB5_DQ303919) gyrA (p.S83F),None,gyrA (p.S83F),tet(B) (tet(B)_AP000342)
SRR3295851_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295852_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295853_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295855_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295856_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295857_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295858_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295859_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295860_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295861_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3295862_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295863_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295864_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295865_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295866_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295867_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295868_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295869_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295871_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295872_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295873_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3295874_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295875_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295876_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295877_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,"tet(A) (tet(A)_AF534183), tet(M) (tet(M)_U58985)"
SRR3295879_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295880_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
